Date,Event Type,Asset,Message,SMP,Price Spike (>$200),Max SMP After Event,Max SMP Growth from Event,Max SMP Date,Max SMP Minutes from Event,Min SMP After Event,Min SMP Reduction from Event,Min SMP Date,Min SMP Minutes from Event,Avg SMP before Event,Avg SMP After Event,Total AB Demand (MW),AB Total Intertie Trade (MW),AB - BC Intertie (MW),AB - MT Intertie (MW),AB - SK Intertie (MW)
2017-02-18 13:46:00,online,Genesee 2,Genesee 2 on line.,27.76,NO,27.76,0.0,2017-02-18 13:46:00,0.0,20.43,26.40489913544669,2017-02-18 14:51:00,65.0,27.76894444444449,22.788388888888804,9609.0,-152.0,-148.0,-4.0,0.0
2017-02-18 22:03:00,offline,line 1,Sheerness 1 off line,27.77,NO,27.77,0.0,2017-02-18 22:03:00,0.0,20.42,26.467410875045005,2017-02-19 00:21:00,138.0,31.123166666666684,22.158722222222185,9530.0,11.0,23.0,-14.0,0.0
2017-02-19 06:32:00,online,line 1,Sheerness 1 on line.,18.5,NO,20.42,10.378378378378383,2017-02-19 07:10:00,38.0,18.5,0.0,2017-02-19 06:32:00,0.0,18.50222222222222,20.04694444444449,8927.0,-166.0,-162.0,-1.0,0.0
2017-02-21 03:41:00,online,Sundance 5,Sundance #5 on line,18.51,NO,26.52,43.27390599675849,2017-02-21 06:12:00,151.0,18.39,0.6482982171799101,2017-02-21 04:00:00,19.0,18.5152222222223,20.0672777777778,8795.0,-111.0,-5.0,-107.0,0.0
2017-02-21 04:13:00,offline,Sundance 5,Sundance #5 off line,18.51,NO,30.2,63.15505132360884,2017-02-21 07:07:00,174.0,18.5,0.054024851431666576,2017-02-21 04:17:00,4.0,18.503666666666724,21.649722222222202,8840.0,-83.0,-24.0,-62.0,0.0
2017-02-21 05:04:00,online,other,Calgary Energy Centre on line.,18.51,NO,30.2,63.15505132360884,2017-02-21 07:07:00,123.0,18.51,0.0,2017-02-21 05:04:00,0.0,18.499611111111115,24.96427777777772,9044.0,-51.0,-15.0,-38.0,0.0
2017-02-21 06:05:00,online,Sundance 5,Sundance #5 online.,19.32,NO,30.2,56.31469979296067,2017-02-21 07:07:00,62.0,19.32,0.0,2017-02-21 06:05:00,0.0,18.70211111111118,27.958222222222275,9492.0,11.0,0.0,11.0,0.0
2017-02-21 22:24:00,offline,Keephills 2,Keephills 2 offline.,20.42,NO,20.42,0.0,2017-02-21 22:24:00,0.0,18.39,9.941234084231155,2017-02-21 23:47:00,83.0,23.87455555555553,18.992722222222177,9694.0,78.0,-19.0,89.0,0.0
2017-02-22 09:33:00,maintenance,AESO,The AESO is doing system maintenance today at 10:10am MST for approx 40 mins. ADaMS will be unavailable for the duration of the outage. System Controllers will dispatch via phone. Restatements from ETS will be delayed and should be done via telephone.,20.43,NO,27.77,35.9275575134606,2017-02-22 10:05:00,32.0,20.43,0.0,2017-02-22 09:33:00,0.0,23.021611111111113,24.483222222222246,10228.0,183.0,24.0,151.0,0.0
2017-02-24 04:54:00,online,Keephills 2,Keephills 2 online,18.39,NO,20.42,11.038607939097345,2017-02-24 06:33:00,99.0,18.39,0.0,2017-02-24 04:54:00,0.0,18.313333333333297,19.484166666666702,9311.0,-272.0,-286.0,14.0,0.0
2017-02-24 09:37:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10am MST for approx 40 minutes. Submissions and restatements in ETS will be delayed. Restatements should be done via telephone during this period. Updates to AESO Reports may also be delayed.,20.43,NO,27.77,35.9275575134606,2017-02-24 10:07:00,30.0,20.43,0.0,2017-02-24 09:37:00,0.0,20.42422222222217,23.7686111111111,10523.0,147.0,-18.0,166.0,0.0
2017-02-24 11:00:00,offline,Keephills 2,Keephills 2 off line,26.58,NO,26.58,0.0,2017-02-24 11:00:00,0.0,20.42,23.175319789315264,2017-02-24 12:51:00,111.0,22.362388888888876,21.83122222222224,10515.0,-1.0,-15.0,14.0,0.0
2017-02-25 10:09:00,offline,HR Milner,HR Milner off line,18.39,NO,18.39,0.0,2017-02-25 10:09:00,0.0,18.39,0.0,2017-02-25 10:09:00,0.0,18.49783333333338,18.38999999999998,10117.0,-186.0,-7.0,-179.0,0.0
2017-02-26 12:44:00,offline,Sundance 6,Sundance 6 off line,20.42,NO,20.42,0.0,2017-02-26 12:44:00,0.0,18.52,9.304603330068574,2017-02-26 14:24:00,100.0,19.513222222222247,19.54688888888891,10097.0,79.0,-63.0,4.0,147.0
2017-02-26 15:09:00,online,Keephills 2,Keephills 2 on line,18.52,NO,43.01,132.23542116630668,2017-02-26 18:00:00,171.0,18.52,0.0,2017-02-26 15:09:00,0.0,19.752111111111123,24.750833333333357,10025.0,-192.0,-104.0,-140.0,52.0
2017-02-26 15:17:00,offline,Keephills 2,Keephills 2 off line,19.46,NO,43.55,123.79239465570397,2017-02-26 18:12:00,175.0,19.26,1.0277492291880796,2017-02-26 15:32:00,15.0,19.704222222222235,25.81772222222225,10025.0,-192.0,-104.0,-140.0,52.0
2017-02-26 17:19:00,online,Keephills 2,Keephills 2 on line,27.77,NO,54.67,96.86712279438242,2017-02-26 18:27:00,68.0,27.77,0.0,2017-02-26 17:19:00,0.0,21.407500000000013,43.5788333333334,10343.0,179.0,-41.0,73.0,147.0
2017-02-26 21:53:00,offline,Keep 1,Keep Hills #1 Unit off line,27.77,NO,27.77,0.0,2017-02-26 21:53:00,0.0,20.42,26.467410875045005,2017-02-26 23:53:00,120.0,44.38533333333333,23.602500000000003,10312.0,300.0,231.0,67.0,2.0
2017-02-28 07:18:00,online,Keephills 1,Keephills 1 on line.,27.77,NO,27.77,0.0,2017-02-28 07:18:00,0.0,21.0,24.378826071299965,2017-02-28 10:00:00,162.0,26.09438888888891,26.210666666666647,10513.0,19.0,12.0,7.0,0.0
2017-02-28 07:28:00,offline,Keephills 1,Keephills 1 offline,27.77,NO,27.77,0.0,2017-02-28 07:28:00,0.0,21.0,24.378826071299965,2017-02-28 10:00:00,152.0,26.553833333333362,25.834555555555536,10513.0,19.0,12.0,7.0,0.0
2017-02-28 08:42:00,online,Keephills 1,Keephills 1 online,27.77,NO,27.77,0.0,2017-02-28 08:42:00,0.0,21.0,24.378826071299965,2017-02-28 10:00:00,78.0,29.237611111111153,24.86066666666669,10556.0,76.0,68.0,9.0,0.0
2017-02-28 10:21:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:25am MST for approximately 2 hours. ADaMS users may be required to refresh their logon multiple times.,21.0,NO,27.71,31.952380952380956,2017-02-28 11:01:00,40.0,19.0,9.523809523809524,2017-02-28 13:00:00,159.0,26.097833333333316,23.46733333333333,10564.0,159.0,-12.0,175.0,0.0
2017-03-03 14:19:00,offline,line 2,Sheerness 2 off line.,18.5,NO,18.5,0.0,2017-03-03 14:19:00,0.0,18.27,1.2432432432432416,2017-03-03 16:24:00,125.0,17.831555555555532,18.326888888888952,10100.0,-83.0,-73.0,-10.0,0.0
2017-03-04 08:17:00,online,Sheerness 2,Sheerness #2 online.,18.39,NO,19.5,6.035889070146805,2017-03-04 09:45:00,88.0,18.28,0.5981511691136476,2017-03-04 08:34:00,17.0,17.447944444444488,18.696055555555606,9654.0,131.0,68.0,69.0,0.0
2017-03-04 09:26:00,offline,Shepard Energy Centre,Shepard Plant off line,18.28,NO,19.5,6.673960612691454,2017-03-04 09:45:00,19.0,18.28,0.0,2017-03-04 09:26:00,0.0,17.8295555555556,18.982666666666738,9860.0,-30.0,-25.0,-4.0,0.0
2017-03-04 17:17:00,online,Shepard Energy Centre,Shepard Plant On Line,28.98,NO,33.3,14.90683229813663,2017-03-04 20:05:00,168.0,25.56,11.801242236024855,2017-03-04 19:26:00,129.0,22.815888888888846,27.901666666666713,10267.0,39.0,49.0,-10.0,0.0
2017-03-05 02:47:00,online,MW 200,Approximately 200 MW of firm load lost in the Grande Prairie area as a result of multiple unplanned transmission line outages.,18.51,NO,18.51,0.0,2017-03-05 02:47:00,0.0,18.39,0.6482982171799101,2017-03-05 02:51:00,4.0,20.816722222222296,18.46150000000002,9160.0,6.0,7.0,-1.0,0.0
2017-03-05 03:45:00,other,other,All Grande Prairie area load restored.,18.41,NO,19.5,5.92069527430743,2017-03-05 05:52:00,127.0,18.41,0.0,2017-03-05 03:45:00,0.0,19.00333333333331,18.793055555555576,9021.0,-204.0,-192.0,-14.0,0.0
2017-03-07 13:02:00,offline,Keephills 3,Keephills 3 off line.,20.51,NO,30.0,46.27011214041929,2017-03-07 13:19:00,17.0,20.51,0.0,2017-03-07 13:02:00,0.0,20.879333333333378,29.505944444444488,10430.0,-63.0,-47.0,-92.0,75.0
2017-03-07 21:04:00,online,Keephills 3,Keephills 3 on line.,34.3,NO,34.3,0.0,2017-03-07 21:04:00,0.0,20.43,40.43731778425656,2017-03-07 23:44:00,160.0,34.7361666666667,27.536111111111182,10409.0,173.0,1.0,122.0,50.0
2017-03-07 22:52:00,offline,Keephills 3,Keephills 3 off line.,20.92,NO,27.36,30.783938814531542,2017-03-07 23:04:00,12.0,20.4,2.485659655831751,2017-03-08 01:00:00,128.0,31.62911111111115,21.797777777777828,10043.0,115.0,-8.0,121.0,4.0
2017-03-11 07:11:00,online,AESO,On March 12  2017  the AESO will switch from Mountain Standard Time (MST) to Mountain Daylight Time (MDT) for all daily operations. The hour endings (HE) in ETS will be numbered as 01  03 through to 24 (removing HE 02). Participants are responsible for en,27.77,NO,27.77,0.0,2017-03-11 07:11:00,0.0,21.75,21.67806985956068,2017-03-11 10:08:00,177.0,24.060111111111134,27.528222222222226,9847.0,133.0,-109.0,240.0,0.0
2017-03-14 05:18:00,online,Keephills 3,Keephills 3 Online.,18.39,NO,27.77,51.00598151169113,2017-03-14 06:43:00,85.0,18.39,0.0,2017-03-14 05:18:00,0.0,18.31972222222222,24.228500000000015,9226.0,-152.0,-265.0,86.0,27.0
2017-03-14 12:26:00,maintenance,AESO,The AESO is doing planned system maintenance today at 1:10pm MDT for approximately 40 minutes. ETS will be unavailable for the duration of the outage. Energy and Ancillary Service restatements should be reported to System Controllers by telephone.,27.77,NO,27.77,0.0,2017-03-14 12:26:00,0.0,20.42,26.467410875045005,2017-03-14 14:45:00,139.0,27.770000000000067,21.480888888888874,10076.0,78.0,-23.0,-1.0,100.0
2017-03-14 15:02:00,maintenance,AESO,The AESO is doing planned system maintenance today at 3:10pm MDT for approximately 40 minutes. ETS will be unavailable for the duration of the outage. Energy and Ancillary Service restatements should be reported to System Controllers by telephone.,20.42,NO,20.42,0.0,2017-03-14 15:02:00,0.0,18.39,9.941234084231155,2017-03-14 16:06:00,64.0,22.46088888888882,18.873222222222182,9824.0,112.0,2.0,12.0,99.0
2017-03-14 17:32:00,maintenance,AESO,The AESO is doing planned system maintenance today at 6:00pm MDT for approximately 40 minutes. Ancillary Service restatements will be delayed for the duration of the outage and should be reported to System Controllers by telephone.,18.39,NO,18.5,0.5981511691136365,2017-03-14 19:46:00,134.0,17.76,3.425774877650889,2017-03-14 18:23:00,51.0,19.212277777777757,18.3786111111111,9835.0,87.0,34.0,-20.0,75.0
2017-03-15 00:21:00,offline,other,Calgary Energy Centre off line.,15.41,NO,15.41,0.0,2017-03-15 00:21:00,0.0,15.41,0.0,2017-03-15 00:21:00,0.0,16.35955555555552,15.409999999999988,8851.0,34.0,40.0,-9.0,0.0
2017-03-15 20:44:00,offline,Keephills 2,Keephills 2 off line,27.77,NO,27.77,0.0,2017-03-15 20:44:00,0.0,20.42,26.467410875045005,2017-03-15 22:45:00,121.0,22.177444444444408,23.769444444444424,9954.0,-18.0,-21.0,3.0,0.0
2017-03-16 16:13:00,offline,line 1,Sheerness 1 off line.,20.43,NO,20.46,0.1468428781204123,2017-03-16 17:24:00,71.0,20.43,0.0,2017-03-16 16:13:00,0.0,22.7889444444444,20.437055555555506,9964.0,-320.0,-278.0,-42.0,0.0
2017-03-16 21:42:00,offline,Sundance 3,Sundance 3 off line,34.1,NO,34.1,0.0,2017-03-16 21:42:00,0.0,20.43,40.08797653958944,2017-03-17 00:09:00,147.0,24.31766666666669,28.16844444444447,9879.0,-44.0,-38.0,-12.0,0.0
2017-03-17 02:05:00,online,other,Calgary Energy Centre on line,18.51,NO,20.43,10.372771474878428,2017-03-17 04:36:00,151.0,18.51,0.0,2017-03-17 02:05:00,0.0,24.653944444444456,18.837722222222233,8699.0,-295.0,-285.0,-10.0,0.0
2017-03-17 06:52:00,online,line 1,Sheerness 1 on line.,33.9,NO,48.5,43.06784660766962,2017-03-17 07:03:00,11.0,25.93,23.51032448377581,2017-03-17 09:00:00,128.0,23.14055555555556,34.84694444444463,9412.0,-258.0,-271.0,13.0,0.0
2017-03-17 08:59:00,offline,Path 83,Path 83 out of service.,27.77,NO,39.75,43.140079222182216,2017-03-17 11:17:00,138.0,24.0,13.57580122434281,2017-03-17 10:00:00,61.0,35.90855555555565,28.67594444444448,9805.0,-188.0,-56.0,-9.0,-126.0
2017-03-17 09:47:00,offline,Path 1,Path 1 out of service.,27.77,NO,44.98,61.973352538710834,2017-03-17 12:39:00,172.0,24.0,13.57580122434281,2017-03-17 10:00:00,13.0,35.01722222222241,30.657555555555533,9898.0,-150.0,-22.0,0.0,-127.0
2017-03-17 12:50:00,online,Keephills 2,Keephills 2 on line.,44.98,NO,44.98,0.0,2017-03-17 12:50:00,0.0,20.43,54.57981325033347,2017-03-17 14:51:00,121.0,30.944388888888856,25.951888888888895,9848.0,-152.0,0.0,0.0,-152.0
2017-03-17 21:32:00,offline,other,Calgary Energy Center off line.,18.51,NO,18.51,0.0,2017-03-17 21:32:00,0.0,18.39,0.6482982171799101,2017-03-17 22:02:00,30.0,18.473388888888934,18.409999999999982,9564.0,0.0,0.0,0.0,0.0
2017-03-19 10:31:00,online,Path 1,Path 1 back in service.,20.17,NO,20.17,0.0,2017-03-19 10:31:00,0.0,18.39,8.824987605354496,2017-03-19 12:15:00,104.0,19.609333333333325,18.845444444444414,9384.0,-8.0,-10.0,0.0,0.0
2017-03-19 11:01:00,online,Sundance 3,Sundance 3 on line.,19.0,NO,19.0,0.0,2017-03-19 11:01:00,0.0,15.41,18.894736842105264,2017-03-19 14:00:00,179.0,19.899500000000035,18.340111111111117,9447.0,-26.0,-33.0,6.0,0.0
2017-03-19 11:06:00,online,Path 83,Path 83 back in service.,19.0,NO,19.0,0.0,2017-03-19 11:06:00,0.0,15.41,18.894736842105264,2017-03-19 14:00:00,174.0,19.913444444444483,18.24038888888889,9447.0,-26.0,-33.0,6.0,0.0
2017-03-21 08:00:00,offline,Keephills 1,Keephills 1 offline,24.6,NO,24.6,0.0,2017-03-21 08:00:00,0.0,20.42,16.991869918699187,2017-03-21 10:00:00,120.0,18.69827777777783,20.637888888888856,10044.0,118.0,42.0,74.0,0.0
2017-03-22 02:18:00,online,Keephills 1,Keephills 1 on line,15.4,NO,15.4,0.0,2017-03-22 02:18:00,0.0,13.12,14.80519480519481,2017-03-22 04:09:00,111.0,17.050500000000003,14.277277777777769,8556.0,-514.0,-509.0,-3.0,0.0
2017-03-23 08:57:00,offline,Sundance 4,Sundance unit 4 off line,20.42,NO,26.2,28.305582761998018,2017-03-23 10:02:00,65.0,18.55,9.157688540646426,2017-03-23 11:00:00,123.0,19.14777777777783,21.549277777777796,9855.0,233.0,313.0,-126.0,50.0
2017-03-23 14:35:00,offline,Keephills 2,Keephills unit 2 off line,20.42,NO,26.2,28.305582761998018,2017-03-23 16:33:00,118.0,20.42,0.0,2017-03-23 14:35:00,0.0,18.9079444444445,22.32288888888885,9811.0,-529.0,-404.0,-129.0,0.0
2017-03-23 17:00:00,offline,Battle 5,Battle River 5 off line,26.2,NO,26.2,0.0,2017-03-23 17:00:00,0.0,19.4,25.954198473282442,2017-03-23 19:00:00,120.0,21.270722222222233,21.748000000000044,9787.0,-538.0,-391.0,-150.0,0.0
2017-03-23 22:54:00,online,Sundance 4,Sundance 4 on line.,20.42,NO,20.45,0.14691478942212566,2017-03-23 23:00:00,6.0,18.39,9.941234084231155,2017-03-23 23:55:00,61.0,35.61899999999994,19.2332222222222,9352.0,-313.0,-176.0,-137.0,0.0
2017-03-26 18:02:00,offline,Genesee 3,Genesee #3 off line.,18.53,NO,46.82,152.67134376686454,2017-03-26 19:17:00,75.0,18.53,0.0,2017-03-26 18:02:00,0.0,18.584611111111183,38.957222222222285,9064.0,-453.0,-400.0,-155.0,101.0
2017-03-27 02:04:00,online,other,Calgary Energy Center on line.,18.39,NO,18.39,0.0,2017-03-27 02:04:00,0.0,18.39,0.0,2017-03-27 02:04:00,0.0,19.53733333333332,18.38999999999998,8350.0,-456.0,-416.0,-137.0,101.0
2017-03-27 09:32:00,online,Genesee 3,Genesee #3 on line.,29.45,NO,37.0,25.63667232597624,2017-03-27 11:06:00,94.0,20.43,30.62818336162988,2017-03-27 10:10:00,38.0,25.973055555555483,27.008277777777757,9693.0,-232.0,-295.0,-13.0,75.0
2017-03-27 21:24:00,offline,other,Calgary Energy Centre off line.,20.42,NO,20.42,0.0,2017-03-27 21:24:00,0.0,13.48,33.98628795298727,2017-03-27 23:26:00,122.0,19.31072222222219,16.20544444444443,9398.0,94.0,25.0,-9.0,77.0
2017-03-27 23:45:00,online,Keephills 2,Keephills 2 on line.,13.48,NO,13.48,0.0,2017-03-27 23:45:00,0.0,13.48,0.0,2017-03-27 23:45:00,0.0,17.700111111111134,13.480000000000016,8722.0,-522.0,-429.0,-89.0,4.0
2017-03-28 07:33:00,online,Battle 5,Battle River 5 On Line,18.5,NO,18.53,0.1621621621621605,2017-03-28 08:59:00,86.0,18.5,0.0,2017-03-28 07:33:00,0.0,16.117055555555563,18.516333333333407,9585.0,15.0,-43.0,-83.0,144.0
2017-03-28 08:35:00,maintenance,AESO,The AESO is doing planned system maintenance today at 9:10am MDT for approximately 30 minutes. Updates to AESO Reports  as well as submissions and restatements in ETS  will all be delayed.,18.5,NO,20.42,10.378378378378383,2017-03-28 11:09:00,154.0,18.5,0.0,2017-03-28 08:35:00,0.0,17.676777777777776,18.700055555555586,9637.0,82.0,-52.0,-15.0,147.0
2017-03-29 16:33:00,offline,Sundance 3,Sundance 3 offline,18.39,NO,18.51,0.6525285481239873,2017-03-29 19:00:00,147.0,18.39,0.0,2017-03-29 16:33:00,0.0,18.418666666666628,18.428500000000042,9470.0,-630.0,-487.0,-136.0,0.0
2017-03-29 20:13:00,online,Sundance 3,Sundance 3 online,20.43,NO,26.52,29.809104258443476,2017-03-29 20:23:00,10.0,15.43,24.473813020068526,2017-03-29 22:11:00,118.0,18.466500000000085,19.0874444444444,9530.0,82.0,-18.0,97.0,3.0
2017-04-03 04:05:00,online,other,Calgary Energy Center on line.,15.38,NO,19.0,23.53706111833549,2017-04-03 06:43:00,158.0,15.38,0.0,2017-04-03 04:05:00,0.0,15.404499999999997,16.491166666666683,8346.0,-507.0,-428.0,-78.0,0.0
2017-04-03 14:23:00,maintenance,AESO,The AESO is doing emergency system maintenance today at 14:10 pm MDT for approx 30 mins. ADaMS will be unavailable and dispatches will be done via phone. Users may also be logged out of ETS  in which case restatements will be delayed.,18.39,NO,18.39,0.0,2017-04-03 14:23:00,0.0,18.28,0.5981511691136476,2017-04-03 14:58:00,35.0,18.402055555555577,18.340500000000034,9446.0,-434.0,-191.0,-243.0,0.0
2017-04-03 14:49:00,online,Sundance 6,Sundance 6 Online.,18.39,NO,18.39,0.0,2017-04-03 14:49:00,0.0,18.28,0.5981511691136476,2017-04-03 14:58:00,9.0,18.38266666666663,18.32888888888894,9446.0,-434.0,-191.0,-243.0,0.0
2017-04-04 08:31:00,maintenance,AESO,The AESO is doing planned system maintenance today at 9:10am MDT for approximately 30 minutes. Updates to AESO Reports  as well as submissions and restatements in ETS  will be delayed.,20.42,NO,20.42,0.0,2017-04-04 08:31:00,0.0,15.41,24.534769833496572,2017-04-04 10:54:00,143.0,18.80105555555558,17.942499999999995,9494.0,500.0,238.0,260.0,0.0
2017-04-04 15:29:00,offline,other,Calgary Energy Center off line.,15.44,NO,18.39,19.106217616580313,2017-04-04 17:43:00,134.0,15.44,0.0,2017-04-04 15:29:00,0.0,14.686055555555525,17.222833333333266,9387.0,-452.0,-241.0,-211.0,0.0
2017-04-05 00:10:00,online,Sundance 2,Sundance 2 on line,15.41,NO,15.41,0.0,2017-04-05 00:10:00,0.0,13.48,12.524334847501617,2017-04-05 02:47:00,157.0,17.687722222222202,15.150666666666707,8466.0,-128.0,-135.0,5.0,0.0
2017-04-05 11:04:00,offline,Battle 5,Battle River 5 offline,18.28,NO,18.29,0.0547045951859948,2017-04-05 14:00:00,176.0,18.28,0.0,2017-04-05 11:04:00,0.0,18.313499999999994,18.280222222222278,9388.0,-68.0,2.0,-73.0,2.0
2017-04-05 23:03:00,online,Battle 5,Battle River 5 on line.,15.44,NO,15.44,0.0,2017-04-05 23:03:00,0.0,13.48,12.694300518134705,2017-04-06 01:00:00,117.0,18.013611111111157,14.728555555555568,8544.0,-62.0,-69.0,4.0,3.0
2017-04-06 03:21:00,offline,line 2,Sheerness 2 off line.,15.25,NO,20.42,33.901639344262314,2017-04-06 06:12:00,171.0,15.25,0.0,2017-04-06 03:21:00,0.0,14.15261111111111,16.967944444444438,8151.0,-516.0,-503.0,-13.0,0.0
2017-04-06 09:10:00,maintenance,AESO,The AESO is doing planned system maintenance today at 9:10am MDT for approximately 30 minutes. Updates to AESO Reports  as well as submissions and restatements in ETS  will be delayed.,20.42,NO,20.43,0.048971596474034484,2017-04-06 10:48:00,98.0,20.42,0.0,2017-04-06 09:10:00,0.0,19.98144444444446,20.4245555555555,9373.0,205.0,18.0,159.0,28.0
2017-04-06 09:36:00,maintenance,AESO 9:10am,AESO  planned system maintenance today at 9:10am MDT is complete.,20.42,NO,20.43,0.048971596474034484,2017-04-06 10:48:00,72.0,20.42,0.0,2017-04-06 09:36:00,0.0,19.989333333333366,20.425722222222173,9373.0,205.0,18.0,159.0,28.0
2017-04-07 00:00:00,frequency deviation,WECC,WECC frequency excursion to 59.704 Hz.    Disturbance external to Alberta.,15.41,NO,15.41,0.0,2017-04-07 00:00:00,0.0,13.48,12.524334847501617,2017-04-07 01:43:00,103.0,17.577333333333304,14.44138888888891,8420.0,-40.0,-32.0,-8.0,0.0
2017-04-07 00:43:00,online,line 2,Sheerness 2 on line.,15.41,NO,15.41,0.0,2017-04-07 00:43:00,0.0,13.48,12.524334847501617,2017-04-07 01:43:00,60.0,16.852611111111067,13.980333333333341,8420.0,-40.0,-32.0,-8.0,0.0
2017-04-08 00:39:00,online,Restatements zero,-Supply Surplus in effect. Restatements to increase export interchange transactions are now permitted within the T-2 timeframe. -Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within the T-2 timeframe.,0.01,NO,13.48,134700.0,2017-04-08 03:04:00,145.0,0.0,100.0,2017-04-08 00:40:00,1.0,11.22633333333333,2.472222222222223,8472.0,-672.0,-453.0,-218.0,0.0
2017-04-08 02:50:00,online,Restatements zero,Supply Surplus is no longer in effect. Restatements to increase export interchange transactions within the T-2 timeframe are no longer permitted. Supply Surplus is no longer in effect. Restatements to reduce zero dollar block volumes within the T-2 timefr,0.0,NO,13.48,INF,2017-04-08 03:04:00,14.0,0.0,0,2017-04-08 02:50:00,0.0,0.5266111111111124,4.498333333333333,8273.0,-644.0,-534.0,-110.0,0.0
2017-04-08 04:40:00,online,Restatements zero,-Supply Surplus in effect. Restatements to increase export interchange transactions are now permitted within the T-2 timeframe. -Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within the T-2 timeframe.,0.01,NO,15.35,153400.0,2017-04-08 07:28:00,168.0,0.0,100.0,2017-04-08 04:52:00,12.0,2.4755555555555535,10.611333333333333,8151.0,-398.0,-283.0,-113.0,0.0
2017-04-08 05:22:00,online,Restatements zero,Supply Surplus is no longer in effect. Restatements to increase export interchange transactions within the T-2 timeframe are no longer permitted. Supply Surplus is no longer in effect. Restatements to reduce zero dollar block volumes within the T-2 timefr,0.01,NO,15.35,153400.0,2017-04-08 07:28:00,126.0,0.01,0.0,2017-04-08 05:22:00,0.0,2.476277777777775,13.979999999999999,8218.0,-406.0,-334.0,-69.0,0.0
2017-04-09 04:08:00,offline,Keephills 2,Keephills 2 Off Line,15.41,NO,18.39,19.338092147955876,2017-04-09 05:16:00,68.0,15.41,0.0,2017-04-09 04:08:00,0.0,15.399888888888874,17.596222222222217,8237.0,-707.0,-712.0,5.0,0.0
2017-04-09 10:23:00,offline,Sundance 6,Sundance 6 offline,20.6,NO,27.77,34.80582524271843,2017-04-09 12:27:00,124.0,18.53,10.048543689320388,2017-04-09 13:01:00,158.0,18.450388888888906,22.02483333333334,8988.0,-116.0,-299.0,179.0,0.0
2017-04-10 16:29:00,offline,other,Calgary Energy Centre off line.,18.52,NO,20.42,10.259179265658759,2017-04-10 17:14:00,45.0,18.51,0.053995680345564345,2017-04-10 18:13:00,104.0,18.46755555555557,18.780277777777798,9369.0,-292.0,-208.0,-84.0,0.0
2017-04-11 22:46:00,online,Sundance 6,Sundance 6 online.,20.43,NO,20.43,0.0,2017-04-11 22:46:00,0.0,18.39,9.985315712187958,2017-04-12 00:42:00,116.0,26.425500000000017,18.839444444444403,8967.0,226.0,-3.0,230.0,0.0
2017-04-14 10:34:00,frequency deviation,Frequency 59.830,Frequency excursion to 59.830 Hz due to loss of generation external to Alberta.,18.29,NO,18.39,0.5467468562055933,2017-04-14 11:37:00,63.0,18.28,0.054674685620548225,2017-04-14 13:00:00,146.0,18.158055555555528,18.309777777777825,8941.0,-10.0,-6.0,-4.0,0.0
2017-04-14 11:35:00,offline,Sundance 4,Sundance 4 off line,18.29,NO,18.39,0.5467468562055933,2017-04-14 11:37:00,2.0,17.89,2.1869874248222954,2017-04-14 14:10:00,155.0,18.2873333333333,18.24116666666665,8996.0,-58.0,-22.0,-39.0,0.0
2017-04-14 17:41:00,online,Sundance 4,Sundance 4 Online,15.41,NO,18.28,18.624269954574956,2017-04-14 20:31:00,170.0,15.41,0.0,2017-04-14 17:41:00,0.0,17.679277777777745,16.767333333333355,8897.0,-537.0,-393.0,-144.0,0.0
